cuisines,rate,votes,location,online_order,book_table
North Indian,3.3,13,Bommanahalli,Yes,No
Biryani,3.3,13,Bommanahalli,Yes,No
Seafood,3.3,13,Bommanahalli,Yes,No
North Indian,3.9,74,BTM,Yes,Yes
Chinese,3.9,74,BTM,Yes,Yes
South Indian,3.9,74,BTM,Yes,Yes
South Indian,4.1,121,HSR,Yes,No
Kerala,4.1,121,HSR,Yes,No
Tibetan,4.0,960,Koramangala 7th Block,Yes,No
Chinese,4.0,960,Koramangala 7th Block,Yes,No
Momos,4.0,960,Koramangala 7th Block,Yes,No
American,4.6,4694,Koramangala 7th Block,Yes,No
North Indian,4.6,4694,Koramangala 7th Block,Yes,No
Chinese,4.6,4694,Koramangala 7th Block,Yes,No
Finger Food,4.6,4694,Koramangala 7th Block,Yes,No
North Indian,3.9,85,Koramangala 7th Block,Yes,No
Kerala,3.8,1167,HSR,Yes,Yes
Seafood,3.8,1167,HSR,Yes,Yes
South Indian,3.8,1167,HSR,Yes,Yes
North Indian,3.8,1167,HSR,Yes,Yes
Chinese,3.8,1167,HSR,Yes,Yes
Desserts,4.2,53,Koramangala 5th Block,Yes,No
Beverages,4.2,53,Koramangala 5th Block,Yes,No
Chinese,3.3,8,BTM,Yes,No
North Indian,3.3,8,BTM,Yes,No
Cafe,4.2,177,Koramangala 6th Block,Yes,No
Chinese,3.8,23,BTM,Yes,No
Fast Food,3.8,23,BTM,Yes,No
Asian,3.8,23,BTM,Yes,No
Beverages,3.8,23,BTM,Yes,No
Tibetan,3.8,23,BTM,Yes,No
Desserts,4.8,189,Koramangala 5th Block,Yes,No
North Indian,3.6,95,Koramangala 1st Block,Yes,No
Fast Food,3.6,95,Koramangala 1st Block,Yes,No
Street Food,3.6,95,Koramangala 1st Block,Yes,No
North Indian,3.9,226,Koramangala 1st Block,Yes,No
South Indian,3.9,226,Koramangala 1st Block,Yes,No
Chinese,3.9,226,Koramangala 1st Block,Yes,No
Continental,3.9,226,Koramangala 1st Block,Yes,No
Italian,3.6,10,Koramangala 1st Block,Yes,No
North Indian,3.6,10,Koramangala 1st Block,Yes,No
Biryani,3.6,10,Koramangala 1st Block,Yes,No
Cafe,4.1,141,Koramangala 5th Block,Yes,No
Healthy Food,4.1,141,Koramangala 5th Block,Yes,No
Salad,4.1,141,Koramangala 5th Block,Yes,No
Beverages,4.1,141,Koramangala 5th Block,Yes,No
Desserts,4.1,141,Koramangala 5th Block,Yes,No
Bengali,3.5,177,BTM,Yes,No
North Indian,3.5,177,BTM,Yes,No
Chinese,3.5,177,BTM,Yes,No
North Indian,3.9,485,Koramangala 5th Block,Yes,Yes
South Indian,3.9,485,Koramangala 5th Block,Yes,Yes
Chinese,3.9,485,Koramangala 5th Block,Yes,Yes
Biryani,3.9,485,Koramangala 5th Block,Yes,Yes
Desserts,3.0,64,Domlur,Yes,No
Juices,3.0,64,Domlur,Yes,No
Fast Food,3.0,64,Domlur,Yes,No
Beverages,4.0,48,Koramangala 5th Block,Yes,No
Fast Food,4.0,48,Koramangala 5th Block,Yes,No
Cafe,4.1,87,Koramangala 6th Block,Yes,No
Desserts,4.1,87,Koramangala 6th Block,Yes,No
South Indian,4.2,972,Koramangala 5th Block,Yes,No
North Indian,3.6,242,Koramangala 5th Block,Yes,No
Seafood,3.6,242,Koramangala 5th Block,Yes,No
Biryani,3.6,242,Koramangala 5th Block,Yes,No
Kerala,3.6,242,Koramangala 5th Block,Yes,No
Italian,3.9,717,HSR,Yes,No
Chinese,3.9,717,HSR,Yes,No
Continental,3.9,717,HSR,Yes,No
Steak,3.9,717,HSR,Yes,No
Cafe,3.9,46,HSR,Yes,No
Desserts,3.9,46,HSR,Yes,No
Fast Food,3.9,46,HSR,Yes,No
Burger,3.9,46,HSR,Yes,No
North Indian,4.1,322,Koramangala 6th Block,Yes,No
Beverages,4.2,56,Koramangala 5th Block,Yes,No
North Indian,4.1,222,Koramangala 5th Block,Yes,Yes
Chinese,4.1,222,Koramangala 5th Block,Yes,Yes
Fast Food,4.1,222,Koramangala 5th Block,Yes,Yes
Biryani,4.1,222,Koramangala 5th Block,Yes,Yes
North Indian,3.0,7,Koramangala 8th Block,Yes,No
South Indian,3.0,7,Koramangala 8th Block,Yes,No
Maharashtrian,3.0,7,Koramangala 8th Block,Yes,No
Andhra,3.8,232,Jayanagar,Yes,No
North Indian,3.8,232,Jayanagar,Yes,No
Chinese,3.8,232,Jayanagar,Yes,No
North Indian,3.9,443,BTM,Yes,No
Biryani,3.9,443,BTM,Yes,No
Fast Food,3.9,443,BTM,Yes,No
North Indian,4.0,109,BTM,Yes,No
South Indian,3.6,23,BTM,Yes,No
Kerala,3.6,23,BTM,Yes,No
Chinese,3.6,23,BTM,Yes,No
North Indian,3.5,10,BTM,Yes,No
Biryani,3.5,10,BTM,Yes,No
Biryani,3.8,39,Koramangala 4th Block,Yes,No
North Indian,3.8,39,Koramangala 4th Block,Yes,No
North Indian,4.2,344,Koramangala 5th Block,Yes,Yes
Ice Cream,3.7,13,BTM,Yes,No
Juices,3.7,13,BTM,Yes,No
Beverages,3.7,13,BTM,Yes,No
Beverages,3.7,25,Ejipura,Yes,No
Fast Food,3.7,25,Ejipura,Yes,No
Ice Cream,3.7,25,Ejipura,Yes,No
Bengali,3.9,97,Ejipura,Yes,No
North Indian,3.9,97,Ejipura,Yes,No
North Indian,4.2,823,Koramangala 6th Block,Yes,No
Burger,3.9,111,Jayanagar,Yes,No
Sandwich,3.9,111,Jayanagar,Yes,No
Beverages,3.9,111,Jayanagar,Yes,No
Kerala,3.6,18,BTM,Yes,No
Chinese,3.6,18,BTM,Yes,No
South Indian,3.6,18,BTM,Yes,No
Biryani,3.6,62,Jayanagar,Yes,No
South Indian,3.6,62,Jayanagar,Yes,No
Sandwich,3.6,34,Koramangala 7th Block,Yes,No
Beverages,3.6,34,Koramangala 7th Block,Yes,No
Cafe,4.3,2873,Koramangala 5th Block,Yes,No
American,4.3,2873,Koramangala 5th Block,Yes,No
Burger,4.3,2873,Koramangala 5th Block,Yes,No
Sandwich,4.3,2873,Koramangala 5th Block,Yes,No
Beverages,4.3,2873,Koramangala 5th Block,Yes,No
Bakery,3.8,10,BTM,Yes,No
Desserts,3.8,10,BTM,Yes,No
Beverages,3.8,10,BTM,Yes,No
Burger,4.0,529,Ejipura,Yes,No
American,4.0,529,Ejipura,Yes,No
Italian,4.0,529,Ejipura,Yes,No
Fast Food,3.7,7,Koramangala 7th Block,Yes,No
North Indian,3.7,7,Koramangala 7th Block,Yes,No
Ice Cream,4.5,2620,Koramangala 5th Block,Yes,No
Cafe,4.5,2620,Koramangala 5th Block,Yes,No
Pizza,4.5,2620,Koramangala 5th Block,Yes,No
Burger,4.5,2620,Koramangala 5th Block,Yes,No
Desserts,4.5,2620,Koramangala 5th Block,Yes,No
Beverages,4.5,2620,Koramangala 5th Block,Yes,No
Biryani,3.7,28,Koramangala 5th Block,Yes,No
North Indian,3.7,28,Koramangala 5th Block,Yes,No
Desserts,3.7,28,Koramangala 5th Block,Yes,No
Cafe,4.0,1209,Koramangala 4th Block,No,No
Continental,4.0,1209,Koramangala 4th Block,No,No
Italian,4.0,1209,Koramangala 4th Block,No,No
Burger,4.0,1209,Koramangala 4th Block,No,No
Pizza,4.0,1209,Koramangala 4th Block,No,No
Fast Food,3.8,62,BTM,Yes,No
Juices,3.8,62,BTM,Yes,No
Cafe,4.3,1105,HSR,Yes,No
Continental,4.3,1105,HSR,Yes,No
Pizza,4.3,1105,HSR,Yes,No
Salad,4.3,1105,HSR,Yes,No
Biryani,3.7,84,HSR,Yes,No
Italian,3.7,84,HSR,Yes,No
BBQ,3.7,84,HSR,Yes,No
Pizza,4.0,567,Koramangala 6th Block,Yes,No
Fast Food,4.0,567,Koramangala 6th Block,Yes,No
Biryani,3.1,22,Domlur,Yes,No
South Indian,3.1,22,Domlur,Yes,No
North Indian,3.1,22,Domlur,Yes,No
Fast Food,4.3,726,Koramangala 5th Block,Yes,No
Juices,3.5,13,BTM,Yes,No
Biryani,3.9,670,HSR,Yes,No
North Indian,3.9,670,HSR,Yes,No
Chinese,3.9,670,HSR,Yes,No
Seafood,3.9,670,HSR,Yes,No
Chinese,3.4,16,Wilson Garden,Yes,No
North Indian,3.4,16,Wilson Garden,Yes,No
Arabian,3.4,16,Wilson Garden,Yes,No
Biryani,3.4,17,BTM,Yes,No
North Indian,3.4,17,BTM,Yes,No
Rajasthani,3.6,12,JP Nagar,Yes,No
North Indian,3.6,12,JP Nagar,Yes,No
Rolls,3.6,21,BTM,Yes,No
Desserts,4.0,169,Koramangala 5th Block,Yes,No
Beverages,4.0,169,Koramangala 5th Block,Yes,No
Ice Cream,4.0,169,Koramangala 5th Block,Yes,No
Kerala,4.2,310,BTM,Yes,No
North Indian,4.2,310,BTM,Yes,No
Seafood,4.2,296,Koramangala 5th Block,Yes,Yes
Mangalorean,4.2,296,Koramangala 5th Block,Yes,Yes
Chinese,4.2,296,Koramangala 5th Block,Yes,Yes
Kerala,2.8,261,HSR,Yes,No
Chinese,2.8,261,HSR,Yes,No
Seafood,2.8,261,HSR,Yes,No
North Indian,2.8,261,HSR,Yes,No
North Indian,4.2,325,Koramangala 7th Block,Yes,Yes
Chinese,4.2,325,Koramangala 7th Block,Yes,Yes
Pizza,3.2,166,Domlur,Yes,No
Italian,3.2,166,Domlur,Yes,No
Andhra,4.3,2304,Koramangala 5th Block,No,No
North Indian,4.3,2304,Koramangala 5th Block,No,No
Biryani,4.3,2304,Koramangala 5th Block,No,No
Chettinad,4.2,2620,Koramangala 5th Block,Yes,Yes
Andhra,4.2,2620,Koramangala 5th Block,Yes,Yes
Kerala,4.2,2620,Koramangala 5th Block,Yes,Yes
Fast Food,3.3,15,Bannerghatta Road,Yes,No
Fast Food,3.6,42,BTM,Yes,No
Mangalorean,3.7,28,Koramangala 5th Block,Yes,No
Seafood,3.7,28,Koramangala 5th Block,Yes,No
North Indian,3.7,28,Koramangala 5th Block,Yes,No
Chinese,3.7,28,Koramangala 5th Block,Yes,No
North Indian,2.8,152,Koramangala 7th Block,Yes,No
Chinese,2.8,152,Koramangala 7th Block,Yes,No
BBQ,2.8,152,Koramangala 7th Block,Yes,No
North Indian,2.9,24,BTM,Yes,No
Chinese,3.5,323,Koramangala 1st Block,Yes,No
Fast Food,3.7,32,Koramangala 6th Block,Yes,No
Rolls,3.7,32,Koramangala 6th Block,Yes,No
South Indian,3.4,9,Koramangala 6th Block,Yes,No
South Indian,3.8,191,HSR,Yes,No
Fast Food,3.8,191,HSR,Yes,No
Chinese,3.8,191,HSR,Yes,No
North Indian,3.8,191,HSR,Yes,No
Street Food,3.8,191,HSR,Yes,No
Malaysian,4.4,2394,Koramangala 4th Block,Yes,Yes
Thai,4.4,2394,Koramangala 4th Block,Yes,Yes
Asian,4.4,2394,Koramangala 4th Block,Yes,Yes
Chinese,4.4,2394,Koramangala 4th Block,Yes,Yes
Momos,4.4,2394,Koramangala 4th Block,Yes,Yes
Continental,4.7,4442,Koramangala 5th Block,No,Yes
Asian,4.7,4442,Koramangala 5th Block,No,Yes
North Indian,4.7,4442,Koramangala 5th Block,No,Yes
Bakery,4.2,50,Koramangala 8th Block,Yes,No
Desserts,4.2,50,Koramangala 8th Block,Yes,No
Lebanese,4.3,221,Koramangala 1st Block,Yes,No
Bakery,4.0,186,Koramangala 7th Block,Yes,No
Fast Food,4.0,186,Koramangala 7th Block,Yes,No
American,4.2,289,Bannerghatta Road,Yes,No
Burger,4.2,289,Bannerghatta Road,Yes,No
Fast Food,4.2,289,Bannerghatta Road,Yes,No
Continental,3.8,44,Koramangala 7th Block,Yes,No
North Indian,3.9,139,BTM,Yes,No
Fast Food,3.9,139,BTM,Yes,No
North Indian,3.7,69,Koramangala 5th Block,Yes,No
Mangalorean,3.7,28,Wilson Garden,Yes,No
Chinese,3.7,28,Wilson Garden,Yes,No
North Indian,3.7,28,Wilson Garden,Yes,No
Italian,4.0,781,Koramangala 6th Block,Yes,No
Pizza,4.0,781,Koramangala 6th Block,Yes,No
Fast Food,4.0,781,Koramangala 6th Block,Yes,No
Salad,4.0,781,Koramangala 6th Block,Yes,No
Beverages,3.8,34,HSR,Yes,No
Desserts,3.8,34,HSR,Yes,No
Fast Food,3.8,34,HSR,Yes,No
Bengali,3.6,73,Koramangala 5th Block,Yes,No
Andhra,3.5,80,Jayanagar,Yes,No
North Indian,3.5,80,Jayanagar,Yes,No
Chinese,3.5,80,Jayanagar,Yes,No
Mangalorean,3.5,80,Jayanagar,Yes,No
Seafood,3.5,80,Jayanagar,Yes,No
Biryani,3.5,80,Jayanagar,Yes,No
Oriya,3.9,475,Koramangala 6th Block,Yes,No
North Indian,3.6,15,BTM,Yes,No
Chinese,3.6,15,BTM,Yes,No
Desserts,4.0,38,BTM,Yes,No
Beverages,4.0,38,BTM,Yes,No
Bakery,4.0,38,BTM,Yes,No
Ice Cream,4.0,38,BTM,Yes,No
Juices,3.7,17,HSR,Yes,No
Fast Food,3.7,17,HSR,Yes,No
Cafe,4.0,75,Koramangala 8th Block,Yes,No
Andhra,4.2,149,Koramangala 5th Block,Yes,Yes
North Indian,4.2,149,Koramangala 5th Block,Yes,Yes
Chinese,4.2,149,Koramangala 5th Block,Yes,Yes
Chinese,4.5,685,Koramangala 5th Block,No,Yes
Asian,4.5,685,Koramangala 5th Block,No,Yes
Thai,4.5,685,Koramangala 5th Block,No,Yes
Desserts,4.2,1023,HSR,Yes,No
Beverages,4.2,1023,HSR,Yes,No
North Indian,3.3,9,BTM,Yes,No
Biryani,3.3,9,BTM,Yes,No
Chinese,3.3,9,BTM,Yes,No
Arabian,3.3,9,BTM,Yes,No
Rolls,3.8,42,HSR,Yes,No
Salad,3.8,42,HSR,Yes,No
Sandwich,3.8,42,HSR,Yes,No
Rolls,3.7,13,BTM,Yes,No
Fast Food,3.9,554,Koramangala 7th Block,Yes,No
American,3.9,554,Koramangala 7th Block,Yes,No
Chinese,3.9,554,Koramangala 7th Block,Yes,No
Fast Food,3.9,67,Jayanagar,Yes,No
South Indian,3.7,67,BTM,Yes,No
Fast Food,3.6,36,Koramangala 5th Block,Yes,No
BBQ,4.3,793,HSR,Yes,No
Chinese,4.3,793,HSR,Yes,No
Japanese,4.3,793,HSR,Yes,No
Asian,4.3,793,HSR,Yes,No
Rajasthani,4.0,830,BTM,Yes,No
North Indian,4.5,3467,Koramangala 5th Block,Yes,Yes
Mughlai,4.5,3467,Koramangala 5th Block,Yes,Yes
Salad,4.5,3467,Koramangala 5th Block,Yes,Yes
Continental,3.6,20,Koramangala 7th Block,Yes,No
North Indian,3.6,20,Koramangala 7th Block,Yes,No
Desserts,3.6,20,Koramangala 7th Block,Yes,No
Beverages,3.6,20,Koramangala 7th Block,Yes,No
Bengali,4.0,576,Koramangala 1st Block,Yes,No
Seafood,4.0,576,Koramangala 1st Block,Yes,No
North Indian,2.9,362,HSR,Yes,No
Chinese,2.9,362,HSR,Yes,No
Andhra,2.9,362,HSR,Yes,No
Cafe,3.8,23,Koramangala 5th Block,Yes,No
Continental,3.8,23,Koramangala 5th Block,Yes,No
Beverages,3.8,23,Koramangala 5th Block,Yes,No
North Indian,2.9,13,Koramangala 7th Block,Yes,No
Mughlai,2.9,13,Koramangala 7th Block,Yes,No
Biryani,2.9,13,Koramangala 7th Block,Yes,No
Kerala,3.6,97,Koramangala 1st Block,Yes,No
Chinese,3.6,97,Koramangala 1st Block,Yes,No
North Indian,3.6,97,Koramangala 1st Block,Yes,No
South Indian,3.6,108,Domlur,Yes,No
North Indian,3.6,108,Domlur,Yes,No
Chinese,3.6,108,Domlur,Yes,No
North Indian,4.0,797,Koramangala 7th Block,Yes,Yes
Healthy Food,3.2,16,BTM,Yes,No
North Indian,3.2,16,BTM,Yes,No
North Indian,3.9,59,Koramangala 4th Block,Yes,No
South Indian,3.9,59,Koramangala 4th Block,Yes,No
Kerala,3.6,9,HSR,Yes,No
North Indian,3.6,9,HSR,Yes,No
Chinese,3.6,9,HSR,Yes,No
Seafood,3.6,9,HSR,Yes,No
Kerala,3.6,207,Koramangala 5th Block,Yes,No
Seafood,3.6,207,Koramangala 5th Block,Yes,No
Andhra,3.8,1161,Koramangala 5th Block,No,No
Biryani,3.8,1161,Koramangala 5th Block,No,No
North Indian,3.8,1161,Koramangala 5th Block,No,No
Chinese,3.8,1161,Koramangala 5th Block,No,No
North Indian,4.5,1889,Koramangala 1st Block,Yes,Yes
South Indian,4.5,1889,Koramangala 1st Block,Yes,Yes
Chinese,4.5,1889,Koramangala 1st Block,Yes,Yes
Continental,4.5,1889,Koramangala 1st Block,Yes,Yes
Mangalorean,4.5,1889,Koramangala 1st Block,Yes,Yes
Juices,3.9,70,Koramangala 5th Block,Yes,No
Fast Food,3.9,70,Koramangala 5th Block,Yes,No
Kerala,3.7,36,BTM,Yes,No
South Indian,3.7,36,BTM,Yes,No
North Indian,3.4,277,BTM,Yes,No
Street Food,3.4,277,BTM,Yes,No
Mithai,3.4,277,BTM,Yes,No
North Indian,4.1,221,Koramangala 4th Block,Yes,Yes
Desserts,4.1,61,Koramangala 5th Block,Yes,No
Ice Cream,4.1,61,Koramangala 5th Block,Yes,No
Beverages,4.1,61,Koramangala 5th Block,Yes,No
Sandwich,4.1,61,Koramangala 5th Block,Yes,No
Andhra,3.9,536,HSR,Yes,Yes
Seafood,3.9,536,HSR,Yes,Yes
Biryani,3.9,536,HSR,Yes,Yes
Arabian,3.7,54,Jayanagar,Yes,No
Rolls,3.7,54,Jayanagar,Yes,No
North Indian,3.7,54,Jayanagar,Yes,No
BBQ,3.7,54,Jayanagar,Yes,No
Beverages,3.5,11,Koramangala 5th Block,Yes,No
Tea,3.5,11,Koramangala 5th Block,Yes,No
North Indian,4.1,1028,Bannerghatta Road,Yes,Yes
Bengali,3.8,76,Koramangala 5th Block,Yes,No
North Indian,3.8,76,Koramangala 5th Block,Yes,No
Healthy Food,3.3,12,BTM,Yes,No
Cafe,3.6,42,BTM,Yes,No
Continental,3.6,42,BTM,Yes,No
Fast Food,3.6,42,BTM,Yes,No
North Indian,3.6,42,BTM,Yes,No
South Indian,3.6,42,BTM,Yes,No
Bengali,3.1,59,BTM,Yes,No
Chinese,3.1,59,BTM,Yes,No
Rolls,3.1,59,BTM,Yes,No
North Indian,3.1,18,BTM,Yes,No
Chinese,3.1,18,BTM,Yes,No
North Indian,3.5,31,BTM,Yes,No
Biryani,3.5,31,BTM,Yes,No
Continental,3.8,75,Wilson Garden,Yes,No
Chinese,3.8,75,Wilson Garden,Yes,No
North Indian,3.8,75,Wilson Garden,Yes,No
South Indian,3.8,75,Wilson Garden,Yes,No
North Indian,3.2,30,BTM,Yes,No
Biryani,3.2,30,BTM,Yes,No
Cafe,3.8,76,HSR,Yes,No
Fast Food,3.8,76,HSR,Yes,No
Pizza,3.8,81,HSR,Yes,No
Cafe,4.1,61,Koramangala 2nd Block,Yes,No
Healthy Food,4.1,61,Koramangala 2nd Block,Yes,No
Salad,4.1,61,Koramangala 2nd Block,Yes,No
Beverages,4.1,61,Koramangala 2nd Block,Yes,No
Chinese,4.2,533,Koramangala 5th Block,Yes,No
Thai,4.2,533,Koramangala 5th Block,Yes,No
Asian,4.2,533,Koramangala 5th Block,Yes,No
Momos,4.2,533,Koramangala 5th Block,Yes,No
Healthy Food,3.9,51,BTM,Yes,No
Juices,3.9,51,BTM,Yes,No
Cafe,2.6,61,BTM,Yes,No
North Indian,2.8,137,Koramangala 1st Block,Yes,No
Tibetan,3.3,12,JP Nagar,Yes,No
Momos,3.3,12,JP Nagar,Yes,No
North Indian,3.8,258,Koramangala,Yes,No
Chinese,3.8,258,Koramangala,Yes,No
North Indian,3.5,12,BTM,Yes,No
Mexican,4.1,1227,Koramangala 5th Block,No,No
Fast Food,4.1,1227,Koramangala 5th Block,No,No
Seafood,3.8,57,Koramangala 7th Block,Yes,No
Mangalorean,3.8,57,Koramangala 7th Block,Yes,No
Desserts,4.3,342,Koramangala 4th Block,Yes,Yes
Ice Cream,4.3,342,Koramangala 4th Block,Yes,Yes
Beverages,4.3,342,Koramangala 4th Block,Yes,Yes
Cafe,4.4,480,Koramangala 5th Block,Yes,No
Tea,4.4,480,Koramangala 5th Block,Yes,No
Street Food,4.4,480,Koramangala 5th Block,Yes,No
Chinese,3.6,22,Koramangala 1st Block,Yes,No
North Indian,3.7,113,HSR,Yes,Yes
Chinese,3.7,113,HSR,Yes,Yes
North Indian,3.5,59,HSR,Yes,Yes
Chinese,3.5,59,HSR,Yes,Yes
South Indian,3.5,59,HSR,Yes,Yes
Continental,3.5,59,HSR,Yes,Yes
Beverages,4.1,187,HSR,Yes,No
Desserts,4.1,187,HSR,Yes,No
Ice Cream,4.1,187,HSR,Yes,No
Beverages,3.3,5,Koramangala 5th Block,Yes,No
North Indian,4.1,440,Koramangala 5th Block,No,No
Chinese,4.1,440,Koramangala 5th Block,No,No
Biryani,4.1,440,Koramangala 5th Block,No,No
Desserts,3.8,23,Koramangala 5th Block,Yes,No
Bakery,4.0,76,Koramangala 1st Block,Yes,No
Desserts,4.0,76,Koramangala 1st Block,Yes,No
Cafe,4.1,778,Koramangala 1st Block,Yes,No
Continental,4.1,778,Koramangala 1st Block,Yes,No
Hyderabadi,3.7,49,BTM,Yes,No
North Indian,3.7,49,BTM,Yes,No
BBQ,4.0,188,Koramangala 1st Block,Yes,No
Fast Food,4.0,188,Koramangala 1st Block,Yes,No
North Indian,3.7,32,Koramangala 6th Block,Yes,No
Ice Cream,3.9,110,Koramangala 5th Block,Yes,No
Bakery,3.9,110,Koramangala 5th Block,Yes,No
Desserts,3.9,110,Koramangala 5th Block,Yes,No
South Indian,3.5,13,HSR,Yes,No
North Indian,3.2,11,BTM,Yes,No
Mangalorean,4.1,67,Koramangala 6th Block,Yes,No
Seafood,4.1,67,Koramangala 6th Block,Yes,No
Chinese,4.1,67,Koramangala 6th Block,Yes,No
North Indian,4.1,67,Koramangala 6th Block,Yes,No
Beverages,3.9,93,Jayanagar,Yes,No
Street Food,3.9,93,Jayanagar,Yes,No
Juices,4.0,139,Koramangala 5th Block,Yes,No
Fast Food,4.0,139,Koramangala 5th Block,Yes,No
South Indian,4.0,139,Koramangala 5th Block,Yes,No
Chinese,4.0,139,Koramangala 5th Block,Yes,No
North Indian,3.9,34,Ejipura,Yes,No
Biryani,3.5,304,HSR,Yes,No
North Indian,3.5,304,HSR,Yes,No
Chinese,3.5,304,HSR,Yes,No
Andhra,3.5,304,HSR,Yes,No
Andhra,3.1,46,HSR,Yes,No
North Indian,3.8,214,Koramangala 7th Block,Yes,No
Kebab,3.8,214,Koramangala 7th Block,Yes,No
Biryani,3.8,214,Koramangala 7th Block,Yes,No
Rolls,3.8,214,Koramangala 7th Block,Yes,No
North Indian,3.4,15,BTM,Yes,No
Cafe,4.1,3006,Koramangala 1st Block,Yes,No
Burger,4.1,3006,Koramangala 1st Block,Yes,No
Italian,4.1,3006,Koramangala 1st Block,Yes,No
Salad,4.1,3006,Koramangala 1st Block,Yes,No
Fast Food,3.6,90,Koramangala 7th Block,Yes,No
Burger,3.6,90,Koramangala 7th Block,Yes,No
North Indian,3.1,910,Koramangala 5th Block,Yes,No
Mughlai,3.1,910,Koramangala 5th Block,Yes,No
Biryani,3.1,910,Koramangala 5th Block,Yes,No
Mangalorean,3.9,606,HSR,Yes,Yes
Seafood,3.9,606,HSR,Yes,Yes
North Indian,3.9,606,HSR,Yes,Yes
Chinese,3.9,606,HSR,Yes,Yes
North Indian,4.0,1864,Koramangala 6th Block,Yes,Yes
Juices,3.6,11,BTM,Yes,No
Asian,4.0,42,BTM,Yes,No
Cafe,4.4,949,Koramangala 5th Block,Yes,No
European,4.4,949,Koramangala 5th Block,Yes,No
Continental,4.4,949,Koramangala 5th Block,Yes,No
Rolls,3.1,8,HSR,Yes,No
Fast Food,3.1,8,HSR,Yes,No
Chinese,3.9,660,Koramangala 5th Block,Yes,No
Tibetan,3.9,660,Koramangala 5th Block,Yes,No
North Indian,3.9,660,Koramangala 5th Block,Yes,No
North Indian,3.8,153,Koramangala 7th Block,Yes,No
Continental,3.8,153,Koramangala 7th Block,Yes,No
Fast Food,3.5,10,Domlur,Yes,No
Lebanese,3.5,10,Domlur,Yes,No
Biryani,3.1,7,Koramangala 5th Block,Yes,No
Mughlai,3.1,7,Koramangala 5th Block,Yes,No
Biryani,3.3,14,BTM,Yes,No
North Indian,3.3,14,BTM,Yes,No
Kebab,3.3,14,BTM,Yes,No
North Indian,3.8,43,HSR,Yes,No
Chinese,3.8,43,HSR,Yes,No
Chinese,4.3,995,Koramangala 5th Block,No,No
Tibetan,4.3,995,Koramangala 5th Block,No,No
Momos,4.3,995,Koramangala 5th Block,No,No
North Indian,3.8,37,Wilson Garden,Yes,No
Ice Cream,4.0,131,BTM,Yes,No
Italian,4.5,718,Koramangala 7th Block,Yes,Yes
Salad,4.5,718,Koramangala 7th Block,Yes,Yes
Beverages,3.8,11,BTM,Yes,No
Juices,3.8,11,BTM,Yes,No
Fast Food,3.5,14,BTM,Yes,No
Asian,4.1,271,Koramangala 1st Block,Yes,No
Chinese,4.1,271,Koramangala 1st Block,Yes,No
Momos,4.1,271,Koramangala 1st Block,Yes,No
Fast Food,4.1,271,Koramangala 1st Block,Yes,No
Korean,4.1,271,Koramangala 1st Block,Yes,No
Finger Food,4.1,1789,Koramangala 5th Block,Yes,Yes
Asian,4.1,1789,Koramangala 5th Block,Yes,Yes
European,4.1,1789,Koramangala 5th Block,Yes,Yes
Italian,4.1,1789,Koramangala 5th Block,Yes,Yes
Cafe,4.1,735,HSR,Yes,Yes
Continental,4.1,735,HSR,Yes,Yes
Italian,4.1,735,HSR,Yes,Yes
Beverages,4.1,735,HSR,Yes,Yes
Mediterranean,4.1,735,HSR,Yes,Yes
Fast Food,3.7,40,BTM,Yes,No
North Indian,3.7,40,BTM,Yes,No
Beverages,3.6,29,BTM,Yes,No
Juices,3.6,29,BTM,Yes,No
Chinese,4.4,1854,Koramangala 6th Block,Yes,Yes
Beverages,3.4,6,BTM,Yes,No
Fast Food,3.4,6,BTM,Yes,No
North Indian,4.1,134,HSR,Yes,No
Cafe,4.5,549,Koramangala 5th Block,No,Yes
Continental,4.5,549,Koramangala 5th Block,No,Yes
Mediterranean,4.5,549,Koramangala 5th Block,No,Yes
Beverages,4.5,549,Koramangala 5th Block,No,Yes
Desserts,4.2,602,Koramangala 7th Block,Yes,No
Beverages,4.2,602,Koramangala 7th Block,Yes,No
North Indian,3.9,41,Koramangala 5th Block,Yes,No
Seafood,4.1,845,Koramangala 6th Block,Yes,No
Mangalorean,4.1,845,Koramangala 6th Block,Yes,No
North Indian,4.1,845,Koramangala 6th Block,Yes,No
Chinese,4.1,845,Koramangala 6th Block,Yes,No
North Indian,3.5,888,Koramangala 7th Block,Yes,No
Mughlai,3.5,888,Koramangala 7th Block,Yes,No
South Indian,3.4,10,Domlur,Yes,No
American,4.4,523,Koramangala 6th Block,Yes,Yes
European,4.4,523,Koramangala 6th Block,Yes,Yes
South Indian,4.0,76,Koramangala 3rd Block,Yes,No
North Indian,4.0,76,Koramangala 3rd Block,Yes,No
Fast Food,4.0,76,Koramangala 3rd Block,Yes,No
North Indian,4.4,681,Koramangala 7th Block,Yes,Yes
Mughlai,4.4,681,Koramangala 7th Block,Yes,Yes
Biryani,4.4,681,Koramangala 7th Block,Yes,Yes
South Indian,3.9,237,Koramangala 5th Block,Yes,No
Beverages,3.9,237,Koramangala 5th Block,Yes,No
North Indian,3.4,239,BTM,Yes,No
Chinese,3.4,239,BTM,Yes,No
Continental,4.0,2159,Koramangala 5th Block,No,Yes
American,4.0,2159,Koramangala 5th Block,No,Yes
Chinese,4.0,2159,Koramangala 5th Block,No,Yes
